TOP[Pa]	TIT[K]	Efficiency[-]	Net_sp_work[J/kgCO2]	TOT[K]
400000.000000	1335.000000	0.495300	482819.574000	767.586099	
400000.000000	1340.000000	0.496900	485781.583000	770.432332	
400000.000000	1345.000000	0.498500	488713.811000	773.272704	
400000.000000	1350.000000	0.499700	491788.809000	776.101862	
400000.000000	1355.000000	0.501200	494764.184000	778.936603	
400000.000000	1360.000000	0.502500	497789.665000	781.764172	
400000.000000	1365.000000	0.503800	500815.450000	784.588794	
400000.000000	1370.000000	0.504700	503953.745000	787.411858	
400000.000000	1375.000000	0.506200	506915.411000	790.236410	
400000.000000	1380.000000	0.507500	509947.224000	793.052650	
400000.000000	1385.000000	0.508700	512980.634000	795.863992	
400000.000000	1390.000000	0.510000	515993.247000	798.677081	
400000.000000	1395.000000	0.511400	518974.598000	801.489043	
400000.000000	1400.000000	0.512800	521930.437000	804.301149	
400000.000000	1405.000000	0.514300	524872.743000	807.111030	
400000.000000	1410.000000	0.515800	527825.919000	809.917401	
400000.000000	1415.000000	0.517200	530778.331000	812.720903	
400000.000000	1420.000000	0.518700	533729.991000	815.521534	
400000.000000	1425.000000	0.520100	536680.705000	818.319314	
400000.000000	1430.000000	0.521500	539630.511000	821.114238	
400000.000000	1435.000000	0.522900	542579.465000	823.906297	
400000.000000	1440.000000	0.524300	545527.562000	826.695492	
400000.000000	1445.000000	0.525600	548490.752000	829.480311	
400000.000000	1450.000000	0.527000	551433.129000	832.264128	
400000.000000	1455.000000	0.528400	554371.694000	835.045378	
400000.000000	1460.000000	0.529800	557317.507000	837.822971	
400000.000000	1465.000000	0.531100	560271.612000	840.597551	
400000.000000	1470.000000	0.532500	563214.364000	843.369460	
400000.000000	1475.000000	0.533800	566156.256000	846.138510	
400000.000000	1480.000000	0.535200	569097.295000	848.904706	
400000.000000	1485.000000	0.536500	572023.813000	851.668948	
400000.000000	1490.000000	0.537800	574963.652000	854.429459	
400000.000000	1495.000000	0.539200	577902.023000	857.187153	
400000.000000	1500.000000	0.540500	580839.455000	859.941991	
400000.000000	1505.000000	0.541800	583775.939000	862.693973	
400000.000000	1510.000000	0.543000	586711.647000	865.443075	
400000.000000	1515.000000	0.544300	589645.001000	868.188269	
400000.000000	1520.000000	0.545600	592578.863000	870.931591	
400000.000000	1525.000000	0.546900	595511.773000	873.672052	
400000.000000	1530.000000	0.548100	598443.698000	876.409655	
400000.000000	1535.000000	0.549400	601374.161000	879.144440	
400000.000000	1540.000000	0.550600	604305.058000	881.876250	
400000.000000	1545.000000	0.551900	607234.345000	884.605253	
400000.000000	1550.000000	0.553000	610185.269000	887.329479	
400000.000000	1555.000000	0.554300	613114.179000	890.052644	
400000.000000	1560.000000	0.555500	616042.289000	892.772938	
400000.000000	1565.000000	0.556700	618969.624000	895.490358	
400000.000000	1570.000000	0.557900	621896.174000	898.204908	
400000.000000	1575.000000	0.559100	624821.998000	900.916581	
400000.000000	1580.000000	0.560300	627747.063000	903.625381	
400000.000000	1585.000000	0.561500	630670.978000	906.331344	
400000.000000	1590.000000	0.562700	633576.665000	909.035612	
400000.000000	1595.000000	0.563900	636496.605000	911.735617	
400000.000000	1600.000000	0.565000	639416.396000	914.433026	
400000.000000	1605.000000	0.566200	642341.449000	917.127866	
400000.000000	1610.000000	0.567300	645259.839000	919.819599	
400000.000000	1615.000000	0.568500	648177.358000	922.508469	
400000.000000	1620.000000	0.569600	651091.534000	925.196003	
400000.000000	1625.000000	0.570700	654007.176000	927.879214	
400000.000000	1630.000000	0.571900	656921.800000	930.559586	
400000.000000	1635.000000	0.573000	659835.805000	933.237061	
400000.000000	1640.000000	0.574100	662747.786000	935.911739	
400000.000000	1645.000000	0.575200	665660.774000	938.582859	
400000.000000	1650.000000	0.576300	668572.164000	941.251763	
400000.000000	1655.000000	0.577400	671482.244000	943.917876	
400000.000000	1660.000000	0.578600	674370.227000	946.582736	
400000.000000	1665.000000	0.579600	677293.669000	949.241340	
400000.000000	1670.000000	0.580700	680187.489000	951.900664	
400000.000000	1675.000000	0.581700	683136.409000	954.552077	
400000.000000	1680.000000	0.582800	686012.829000	957.206095	
400000.000000	1685.000000	0.583500	689073.129000	959.843537	
400000.000000	1690.000000	0.584300	692055.676000	962.484805	
400000.000000	1695.000000	0.584700	695187.618000	965.112265	
400000.000000	1700.000000	0.585000	698384.500000	967.732353	
400000.000000	1705.000000	0.585200	701585.082000	970.349611	
400000.000000	1710.000000	0.585500	704788.585000	972.964037	
400000.000000	1715.000000	0.585700	707995.028000	975.575634	
400000.000000	1720.000000	0.585900	711204.433000	978.184407	
400000.000000	1725.000000	0.586200	714416.820000	980.790360	
400000.000000	1730.000000	0.586400	717632.210000	983.393496	
400000.000000	1735.000000	0.586600	720850.624000	985.993820	
400000.000000	1740.000000	0.586800	724072.082000	988.591335	
400000.000000	1745.000000	0.587000	727296.605000	991.186046	
400000.000000	1750.000000	0.587200	730524.215000	993.777956	
400000.000000	1755.000000	0.587400	733754.932000	996.367069	
400000.000000	1760.000000	0.587500	736988.777000	998.953390	
400000.000000	1765.000000	0.587700	740225.771000	1001.536922	
400000.000000	1770.000000	0.587900	743465.936000	1004.117670	
400000.000000	1775.000000	0.588000	746709.293000	1006.695637	
400000.000000	1780.000000	0.588200	749955.863000	1009.270827	
400000.000000	1785.000000	0.588300	753228.835000	1011.841822	
400000.000000	1790.000000	0.588400	756482.143000	1014.411467	
400000.000000	1795.000000	0.588600	759738.728000	1016.978347	
400000.000000	1800.000000	0.588700	762998.612000	1019.542467	
400000.000000	1805.000000	0.588800	766261.818000	1022.103831	
400000.000000	1810.000000	0.589000	769528.365000	1024.662442	
400000.000000	1815.000000	0.589100	772798.277000	1027.218305	
400000.000000	1820.000000	0.589200	776071.575000	1029.771424	
400000.000000	1825.000000	0.589300	779348.280000	1032.321803	
400000.000000	1830.000000	0.589400	782628.416000	1034.869445	
400000.000000	1835.000000	0.589500	785912.003000	1037.414356	
400000.000000	1840.000000	0.589600	789199.063000	1039.956538	
400000.000000	1845.000000	0.589700	792489.620000	1042.495996	
400000.000000	1850.000000	0.589800	795783.695000	1045.032734	
400000.000000	1855.000000	0.589900	799081.310000	1047.566756	
400000.000000	1860.000000	0.589900	802382.488000	1050.098066	
400000.000000	1865.000000	0.590000	805687.251000	1052.626668	
400000.000000	1870.000000	0.590100	808995.622000	1055.152567	
400000.000000	1875.000000	0.590100	812306.337000	1057.675783	
400000.000000	1880.000000	0.590200	815621.953000	1060.196286	
400000.000000	1885.000000	0.590300	818941.243000	1062.714097	
400000.000000	1890.000000	0.590300	822264.236000	1065.229166	
400000.000000	1895.000000	0.590300	825590.944000	1067.741604	
400000.000000	1900.000000	0.590400	828925.856000	1070.253565	
400000.000000	1905.000000	0.590400	832260.222000	1072.760723	
400000.000000	1910.000000	0.590500	835598.379000	1075.265212	
400000.000000	1915.000000	0.590500	838940.356000	1077.767036	
400000.000000	1920.000000	0.590500	842286.172000	1080.266198	
400000.000000	1925.000000	0.590500	845635.852000	1082.762703	
400000.000000	1930.000000	0.590500	848989.418000	1085.256555	
400000.000000	1935.000000	0.590600	852346.894000	1087.747759	
400000.000000	1940.000000	0.590600	855708.304000	1090.236318	
400000.000000	1945.000000	0.590600	859073.672000	1092.722236	
400000.000000	1950.000000	0.590600	862443.021000	1095.205519	
400000.000000	1955.000000	0.590600	865816.376000	1097.686169	
400000.000000	1960.000000	0.590600	869193.759000	1100.164191	
400000.000000	1965.000000	0.590600	872575.196000	1102.639590	
400000.000000	1970.000000	0.590500	875960.710000	1105.112369	
400000.000000	1975.000000	0.590500	879350.326000	1107.582532	
400000.000000	1980.000000	0.590500	882744.068000	1110.050084	
400000.000000	1985.000000	0.590500	886141.960000	1112.515029	
400000.000000	1990.000000	0.590500	889544.026000	1114.977370	
400000.000000	1995.000000	0.590400	892950.293000	1117.437113	
400000.000000	2000.000000	0.590400	896360.783000	1119.894260	
600000.000000	1000.000000	0.375700	271159.659000	597.092414	
600000.000000	1005.000000	0.378400	274260.508000	600.575569	
600000.000000	1010.000000	0.380700	277435.563000	604.048554	
600000.000000	1015.000000	0.383100	280599.470000	607.522098	
600000.000000	1020.000000	0.385500	283748.296000	610.996716	
600000.000000	1025.000000	0.388200	286857.092000	614.475561	
600000.000000	1030.000000	0.390900	289941.718000	617.956659	
600000.000000	1035.000000	0.393600	293030.744000	621.436440	
600000.000000	1040.000000	0.396300	296117.095000	624.915807	
600000.000000	1045.000000	0.399000	299204.287000	628.394334	
600000.000000	1050.000000	0.401700	302289.224000	631.872425	
600000.000000	1055.000000	0.404400	305381.824000	635.348849	
600000.000000	1060.000000	0.407000	308477.726000	638.824168	
600000.000000	1065.000000	0.409500	311582.100000	642.297748	
600000.000000	1070.000000	0.411800	314729.280000	645.765302	
600000.000000	1075.000000	0.413600	317729.842000	649.020378	
600000.000000	1080.000000	0.415300	320442.323000	652.019757	
600000.000000	1085.000000	0.417100	323171.263000	655.052306	
600000.000000	1090.000000	0.419100	325887.523000	658.102216	
600000.000000	1095.000000	0.421200	328583.889000	661.162413	
600000.000000	1100.000000	0.423400	331276.174000	664.228251	
600000.000000	1105.000000	0.425500	333980.818000	667.295711	
600000.000000	1110.000000	0.427600	336684.361000	670.365149	
600000.000000	1115.000000	0.429700	339389.845000	673.435266	
600000.000000	1120.000000	0.431800	342096.581000	676.505462	
600000.000000	1125.000000	0.433900	344810.386000	679.574504	
600000.000000	1130.000000	0.436000	347504.478000	682.645261	
600000.000000	1135.000000	0.438000	350222.795000	685.712033	
600000.000000	1140.000000	0.440100	352932.888000	688.778512	
600000.000000	1145.000000	0.442100	355646.998000	691.842986	
600000.000000	1150.000000	0.444000	358376.135000	694.903899	
600000.000000	1155.000000	0.445600	361175.081000	697.954649	
600000.000000	1160.000000	0.447100	363969.164000	701.004039	
600000.000000	1165.000000	0.448700	366764.636000	704.051200	
600000.000000	1170.000000	0.450300	369547.435000	707.097708	
600000.000000	1175.000000	0.451800	372334.393000	710.141550	
600000.000000	1180.000000	0.453600	375081.665000	713.187580	
600000.000000	1185.000000	0.455500	377795.521000	716.235140	
600000.000000	1190.000000	0.457400	380507.327000	719.280421	
600000.000000	1195.000000	0.459300	383218.358000	722.323210	
600000.000000	1200.000000	0.461200	385928.023000	725.363527	
600000.000000	1205.000000	0.463000	388637.254000	728.401218	
600000.000000	1210.000000	0.464900	391344.904000	731.436376	
600000.000000	1215.000000	0.466700	394051.841000	734.468868	
600000.000000	1220.000000	0.468500	396758.016000	737.498654	
600000.000000	1225.000000	0.470400	399463.149000	740.525743	
600000.000000	1230.000000	0.472200	402161.765000	743.550705	
600000.000000	1235.000000	0.474000	404866.517000	746.572140	
600000.000000	1240.000000	0.475700	407573.689000	749.590403	
600000.000000	1245.000000	0.477500	410276.590000	752.606220	
600000.000000	1250.000000	0.479300	412976.062000	755.619506	
600000.000000	1255.000000	0.481000	415676.529000	758.629727	
600000.000000	1260.000000	0.482800	418375.163000	761.637316	
600000.000000	1265.000000	0.484400	421096.975000	764.639160	
600000.000000	1270.000000	0.485700	423880.699000	767.631293	
600000.000000	1275.000000	0.487000	426664.833000	770.620456	
600000.000000	1280.000000	0.488200	429449.459000	773.606640	
600000.000000	1285.000000	0.489500	432234.585000	776.589819	
600000.000000	1290.000000	0.490900	434999.651000	779.572215	
600000.000000	1295.000000	0.491900	437829.935000	782.544470	
600000.000000	1300.000000	0.493500	440524.854000	785.528734	
600000.000000	1305.000000	0.495100	443222.411000	788.506066	
600000.000000	1310.000000	0.496800	445917.953000	791.487049	
600000.000000	1315.000000	0.498400	448610.737000	794.462106	
600000.000000	1320.000000	0.500000	451302.354000	797.434200	
600000.000000	1325.000000	0.501600	453977.774000	800.400753	
600000.000000	1330.000000	0.503100	456687.950000	803.368847	
600000.000000	1335.000000	0.504700	459365.537000	806.333561	
600000.000000	1340.000000	0.506200	462056.621000	809.293122	
600000.000000	1345.000000	0.507800	464737.440000	812.251148	
600000.000000	1350.000000	0.509400	467422.976000	815.205365	
600000.000000	1355.000000	0.510900	470107.404000	818.156596	
600000.000000	1360.000000	0.512400	472790.106000	821.104913	
600000.000000	1365.000000	0.513900	475471.674000	824.050240	
600000.000000	1370.000000	0.515400	478152.123000	826.992573	
600000.000000	1375.000000	0.516900	480832.113000	829.931872	
600000.000000	1380.000000	0.518400	483510.467000	832.868195	
600000.000000	1385.000000	0.519900	486187.590000	835.801529	
600000.000000	1390.000000	0.521300	488863.669000	838.731851	
600000.000000	1395.000000	0.522800	491538.649000	841.659165	
600000.000000	1400.000000	0.524200	494212.544000	844.583468	
600000.000000	1405.000000	0.525700	496885.157000	847.504779	
600000.000000	1410.000000	0.527100	499558.728000	850.422874	
600000.000000	1415.000000	0.528500	502227.374000	853.338332	
600000.000000	1420.000000	0.529900	504901.051000	856.250193	
600000.000000	1425.000000	0.531300	507586.665000	859.158571	
600000.000000	1430.000000	0.532300	510337.848000	862.054748	
600000.000000	1435.000000	0.533400	513084.836000	864.955169	
600000.000000	1440.000000	0.534400	515853.627000	867.846317	
600000.000000	1445.000000	0.535400	518612.818000	870.734099	
600000.000000	1450.000000	0.536300	521372.041000	873.618815	
600000.000000	1455.000000	0.537600	524050.975000	876.504701	
600000.000000	1460.000000	0.538400	526867.331000	879.383401	
600000.000000	1465.000000	0.539400	529606.369000	882.258494	
600000.000000	1470.000000	0.540300	532370.155000	885.129446	
600000.000000	1475.000000	0.541600	535048.936000	888.008743	
600000.000000	1480.000000	0.542900	537712.745000	890.884476	
600000.000000	1485.000000	0.544200	540373.852000	893.755365	
600000.000000	1490.000000	0.545500	543035.137000	896.625057	
600000.000000	1495.000000	0.546800	545695.937000	899.491665	
600000.000000	1500.000000	0.548100	548355.410000	902.355285	
600000.000000	1505.000000	0.549300	551013.218000	905.215944	
600000.000000	1510.000000	0.550600	553672.842000	908.073284	
600000.000000	1515.000000	0.551800	556328.318000	910.927927	
600000.000000	1520.000000	0.553100	558982.844000	913.779538	
600000.000000	1525.000000	0.554300	561636.830000	916.628074	
600000.000000	1530.000000	0.555600	564287.506000	919.475089	
600000.000000	1535.000000	0.556800	566939.322000	922.317640	
600000.000000	1540.000000	0.558000	569590.204000	925.157163	
600000.000000	1545.000000	0.559200	572240.181000	927.993644	
600000.000000	1550.000000	0.560400	574889.013000	930.827115	
600000.000000	1555.000000	0.561600	577536.806000	933.657565	
600000.000000	1560.000000	0.562800	580183.534000	936.484998	
600000.000000	1565.000000	0.564000	582830.139000	939.308754	
600000.000000	1570.000000	0.565200	585474.873000	942.130138	
600000.000000	1575.000000	0.566300	588119.241000	944.948454	
600000.000000	1580.000000	0.567500	590762.916000	947.763726	
600000.000000	1585.000000	0.568600	593405.732000	950.575964	
600000.000000	1590.000000	0.569800	596047.684000	953.385171	
600000.000000	1595.000000	0.570900	598688.724000	956.191355	
600000.000000	1600.000000	0.572100	601329.001000	958.994499	
600000.000000	1605.000000	0.573200	603968.444000	961.794614	
600000.000000	1610.000000	0.574400	606586.239000	964.592652	
600000.000000	1615.000000	0.575500	609220.949000	967.386865	
600000.000000	1620.000000	0.576600	611854.717000	970.178100	
600000.000000	1625.000000	0.577700	614487.621000	972.966377	
600000.000000	1630.000000	0.578900	617108.488000	975.753303	
600000.000000	1635.000000	0.579900	619757.230000	978.534191	
600000.000000	1640.000000	0.581000	622386.699000	981.313454	
600000.000000	1645.000000	0.582100	625015.098000	984.089708	
600000.000000	1650.000000	0.583200	627630.340000	986.863907	
600000.000000	1655.000000	0.583700	630431.966000	989.621276	
600000.000000	1660.000000	0.583900	633324.577000	992.369119	
